Sentence,Emotion
lý_thuyết hơi nhiều .,Buồn bã
em nghĩ kiểm_tra đánh_giá môn này bằng hình_thức làm đồ_án báo_cáo sẽ hợp_lý hơn là thi trên giấy .,Trung lập
"giảng_viên nhiệt_tình , có kết_hợp với doanh_nghiệp để seminar về kỹ_năng giao_tiếp .",Vui vẻ
thực_hành không nên điểm_danh lấy điểm .,Trung lập
không thích thầy .,Buồn bã
hơi khó hiểu nếu không học trước ở nhà .,Buồn bã
kiến_thức đầy_đủ .,Vui vẻ
"giảng_viên có nhiều ví_dụ , bài_tập minh_họa cho bài_học .",Vui vẻ
"thầy dạy rất dễ hiểu và cởi_mở với sinh_viên , hướng_dẫn tận_tình .",Vui vẻ
"thầy nhiệt_tình , vui_tính , truyền_đạt hay .",Vui vẻ
"nếu có_thể tổ_chức mỗi tuần một_vài tiếng cho việc hỏi và trả_lời các thắc_mắc hướng_dẫn thì tốt hơn , có_thể tổ_chức trên mạng như các chat room .",Trung lập
"thày dạy nhiệt_tình , dễ tiếp_thu .",Vui vẻ
kiến_thức truyền_đạt của giảng_viên .,Trung lập
đề kiểm_tra không đầy_đủ .,Buồn bã
cần bài_tập nhiều hơn .,Trung lập
cô dạy hơi khó hiểu .,Buồn bã
thầy dạy cả bài_học lẫn cách học sao cho hiệu_quả .,Vui vẻ
deadline không cho nộp quá hạn .,Trung lập
giảng_viên không nói ra điểm khác_biệt khi làm lab trên hai hệ điều_hành này .,Buồn bã
chấm bài thi .,Trung lập
"dạy tốt , nhiệt_tình .",Vui vẻ
giảng không hiểu bài .,Buồn bã
không có gì cả .,Trung lập
có những buổi thực_hành giảng_viên không có_mặt .,Buồn bã
"giảng_viên giảng bài khá nhanh , sinh_viên khó có khả_năng theo kịp dù chú_ý quan_sát và lắng_nghe giảng , chữ_viết hơi khó nhìn .",Buồn bã
"truyền_đạt quá nhanh , em chưa nắm kịp lắm .",Buồn bã
cần có chứng_chỉ tương_đương bằng quốc_tế sau khi ra trường để khỏi phải học bên ngoài .,Trung lập
ôn_tập thi mà không liên_quan đến đề thi .,Buồn bã
chưa có một tiết thực_hành nào .,Buồn bã
"thầy dạy hay , dễ hiểu , kiến_thức chuẩn để làm bài .",Vui vẻ
nghỉ nhiều nhưng bù ít .,Buồn bã
mong thầy giảng bài và trả_lời câu hỏi đúng trọng_tâm và mong_muốn của sinh_viên .,Trung lập
không hiểu bài thật tốt .,Buồn bã
cô dạy rất vui_vẻ .,Vui vẻ
"nhiệt_tình , tận_tâm .",Vui vẻ
"nội_dung giảng_dạy nửa đầu học_kỳ khá mơ_hồ như "" làm thế_nào để thành_công "" , "" thói_quen người thành_công "" hay_là bàn về tương_lai vdotv .",Buồn bã
cô dễ_thương tận_tình với sinh_viên .,Vui vẻ
cho bài_tập nhiều hơn nữa .,Trung lập
cô giảng chậm và rất tận_tình với sinh_viên .,Vui vẻ
chỉ nên lấy điểm thi và điểm nộp bài .,Trung lập
nên đổi_mới tài_liệu .,Trung lập
"không_khí lớp_học vui_vẻ , thoải_mái .",Vui vẻ
cần có tài_liệu bài giảng tự học nhiều hơn .,Trung lập
giảng bài chưa thật_sự dễ hiểu .,Buồn bã
"dạy kỹ , sát với đề thi .",Vui vẻ
"thưa , điều em hài_lòng nhất về hoạt_động giảng_dạy của cô wzjwz326 là cô rất chuyên_tâm và quan_tâm tới học_sinh và chất_lượng buổi học .",Vui vẻ
cô rất tâm_huyết và nhiệt_thành .,Vui vẻ
giáo_viên tổ_chức hoạt_động theo nhóm .,Vui vẻ
"giảng_viên giảng_dạy rất dễ hiểu , bám sát nội_dung môn_học .",Vui vẻ
thầy khó quá .,Buồn bã
thầy wzjwz279 nhiệt_tình chia_sẻ kinh_nghiệm kiến_thức thực_tế thay cho giáo_trình môn_học nghèo_nàn và không cần_thiết .,Vui vẻ
tạo cơ_hội cho sinh_viên và giúp_đỡ sinh_viên nhiệt_tình trên website môn_học .,Vui vẻ
bài_tập ổn .,Trung lập
áp_dụng vừa dạy vừa có ví_dụ code trực_tiếp .,Vui vẻ
tương_tác tốt với tất_cả sinh_viên trong giờ học .,Vui vẻ
mong phòng đào_tạo trong tương_lai sắp_xếp cho thầy wzjwz128 dạy lớp em bất_cứ môn nào thầy có_thể .,Vui vẻ
lịch thực_hành trùng với lịch học lý_thuyết các môn_học khác .,Buồn bã
cô dạy chi_tiết và rễ hiểu .,Vui vẻ
"một_số nội_dung không rõ , không có nhiều ví_dụ cụ_thể .",Buồn bã
luôn cho bài_tập cực nhiều .,Buồn bã
cô giảng tận_tình .,Vui vẻ
"còn kiểm_tra thì nên thuyết_trình hoặc làm đề_tài là hay nhất , đừng làm mấy bài kiểm_tra làm_chi , vừa chẳng khẳng_định được người đó có kỹ_năng chưa , chỉ chạy theo chỉ_tiêu và nhồi_sọ .",Buồn bã
thông_tin đầy_đủ về môn_học cho sinh_viên khi sinh_viên đăng_ký môn_học .,Vui vẻ
đảm_bảo đúng thời_gian lên_lớp .,Trung lập
"giáo_viên nhiệt_tình , giảng bài dễ hiểu .",Vui vẻ
"giảng_viên đưa ra những ví_dụ cụ_thể , hay gặp lỗi nhất trong phần giảng_dạy .",Vui vẻ
"chia_sẻ nhiều chuyện xung_quanh môn_học , mang lại tiếng cười cho sinh_viên .",Vui vẻ
"cô rất tận_tình với sinh_viên , hỗ_trợ rất tốt cho các bạn , các tài_liệu của cô rất thực_tế , làm mẫu để các bạn học_hỏi .",Vui vẻ
"đề thi còn khó đối_với sinh_viên , đó chưa phải mức trung_bình mà học_sinh_học_lực trung_bình làm được .",Buồn bã
thầy dạy rất dễ hiểu và tận_tâm .,Vui vẻ
mỗi khi lấy micro lại phải lấy thêm cả loa .,Buồn bã
"thầy giảng bài cực_kỳ thu_hút , dễ hiểu , không gây buồn_ngủ , nhàm_chán .",Vui vẻ
"lớp rất đông sinh_viên , ngồi xa sẽ không thấy rõ slide thầy chiếu trên bảng vì chữ nhỏ và mờ tại phòng wzjwz166 gây khó tiếp_thu bài_học .",Buồn bã
giảng_dạy hơi khó hiểu .,Buồn bã
giảng_dạy rất tận_tình .,Vui vẻ
"dạy qua_loa , không chú_ý đến sinh_viên .",Buồn bã
nhưng khi thi cuối kỳ thì kiến_thức quá khó .,Buồn bã
giảng bài nhiệt_tình .,Vui vẻ
"giảng_dạy rất nhiệt_tình , tạo cho sinh_viên có tính chủ_động , rèn_luyện kỹ_năng làm_việc nhóm .",Vui vẻ
còn ít giao_tiếp với học_sinh về chuyên_môn .,Buồn bã
"phải nói một câu là doubledot "" sao thầy thắc_mắc nhiều vậy thầy ? "" , mới_đầu em cũng hơi sợ dot em còn chưa hiểu cái môn_học gì .",Buồn bã
nên tăng số buổi thực_hành .,Trung lập
"máy nghe nên được trang_bị tốt hơn , phòng học nên sáng hơn .",Trung lập
đúng giờ và nhiệt_tình .,Vui vẻ
sinh_viên không hiểu bài .,Buồn bã
"cô dạy hay , thích lên_lớp cô dạy .",Vui vẻ
"cô dạy nhiệt_tình , luôn quan_tâm đến học_sinh .",Vui vẻ
"nhiệt_tình , tiếp_cận hỗ_trợ tốt những điểm không hiểu của sinh_viên , truyền_đạt tốt , tạo nhịp_điệu cho buổi học .",Vui vẻ
đôi lúc giảng hơi nhanh .,Buồn bã
nhiệt_tình tận_tâm trong giảng_dạy !,Vui vẻ
"cô wzjwz272 rất nhiệt_tình với sinh_viên , tạo nhiều điều_kiện để sinh_viên đạt kết_quả học_tập cao .",Vui vẻ
"thầy dạy khó hiểu quá , tụi em tiếp_thu vô được rất ít .",Buồn bã
"nên cập_nhật đề_cương giảng_dạy môn_học thường_xuyên , kiến_thức phù_hợp với thực_tiễn .",Trung lập
"thầy dạy nhiệt_tình , dễ hiểu , dễ áp_dụng làm bài thi .",Vui vẻ
"hơn nữa cô báo nghỉ rất trễ , cách rất sát giờ học .",Buồn bã
"nhiệt_tình trong giảng_dạy , vui_vẻ .",Vui vẻ
thời_gian học trên lớp khá thoải_mái .,Vui vẻ
giáo_trình khó hiểu .,Buồn bã
giọng thầy giảng bài nghe rất là buốn ngủ .,Buồn bã
"các môn_học cần có ứng_dụng thực_tiễn hơn , hiện_tại đặt nặng quá nhiều về lý_thuyết suông , học cho_qua cũng không để lại gì , không gây hứng_thú .",Buồn bã
"cách truyền_đạt , sự tận_tâm của giảng_viên .",Vui vẻ
"giảng_viên giảng_dạy tận_tình , dễ hiểu .",Vui vẻ
được .,Trung lập
giảng_viên không đến lớp nhưng không báo trước với phòng đào_tạo hay lớp trưởng ( không có thông_báo nghỉ trên daadotuitdotedudotvn ) .,Buồn bã
thầy dạy kỹ nhiệt_tình .,Vui vẻ
"thầy vui_tính , nhiệt_tình , dạy dễ hiểu .",Vui vẻ
nên đổi sang ht1 .,Trung lập
"thầy rất nhiệt_tình , tận_tâm , hỗ_trợ sinh_viên làm đồ_án rất nhiệt_tình , vui_vẻ .",Vui vẻ
"dạy hay dễ hiểu , lên_lớp đầy_đủ .",Vui vẻ
đúng thời_gian lên_lớp và tận_tình giảng_dạy .,Vui vẻ
cơ_sở vật_chất cần chuẩn_bị tốt hơn để giảng_viên có điều_kiện tốt để giảng_dạy .,Trung lập
ở mỗi bài cô có_thể nhận_xét cái đúng và cái sai để nhóm có_thể biết được nhóm đã sai những gì để có_thể tránh trong các thiết_kế sau_này .,Trung lập
phương_thức giảng_dạy .,Trung lập
"thầy rất thoải mải trò_chuyện để giải_quyết thắc_mắc cho sinh_viên , chỉ_dẫn những cách làm bài dễ hiểu để cho sinh_viên không bị vướng_mắc .",Vui vẻ
"thầy dạy nói rất nhanh , khó hiểu .",Buồn bã
"cung_cấp nhiều kiến_thức mới , hay .",Vui vẻ
nên nói sâu về những vấn_đề khó .,Trung lập
cô rất nhiệt_tình và gửi nhiều tâm_huyết trong bài giảng .,Vui vẻ
môn_học này quá_tải .,Buồn bã
cô nhiệt_tình và tận_tâm với lớp .,Vui vẻ
kiến_thức rộng .,Vui vẻ
các thầy nên cho đề_cương ôn sát với phần thi .,Trung lập
"dạy không có chuẩn_bị trước , chỉ đọc slide .",Buồn bã
đặc_biệt với sự hướng_dẫn của thầy wzjwz162 .,Vui vẻ
"cô wzjwz131 dạy hầu_hết kiến_thức cho sinh_viên dù là chỉ là lớp thực_hành , nên để cô tiếp_tục giảng_dạy trong các học_kỳ tới .",Vui vẻ
"hay nói dông_dài trong giờ học , giảng_dạy chưa nhiệt_tình , buồn_ngủ .",Buồn bã
"giáo_viên nhiệt_tình , tâm_huyết , vui_tính .",Vui vẻ
chỉ_bảo tự tìm_hiểu .,Buồn bã
các trang_bị để nghe không rõ .,Buồn bã
có_thể mời thêm các anh_chị khóa trên tham_gia chia_sẻ kinh_nghiệm học_tập cũng như làm_việc .,Trung lập
chắc gì những gì sinh_viên nói đã đúng .,Trung lập
cung_cấp nhiều kiến_thức hay cho sinh_viên .,Vui vẻ
góp_phần truyền_cảm_hứng cho học_viên .,Vui vẻ
"dạy hay , dễ hiểu , nhiệt_tình .",Vui vẻ
"cô tạo được một không_khí gần_gũi , không áp_lực , học rất thoải_mái .",Vui vẻ
thầy dạy vui_vẻ nhiệt_tình .,Vui vẻ
"cô dạy rất nhiệt_tình , các tài_liệu đầy_đủ .",Vui vẻ
giáo_viên dạy dễ hiểu .,Vui vẻ
cần xây_dựng cơ_sở dữ_liệu lớn phục_vụ_việc thực_hành của sinh_viên .,Trung lập
"thời_gian xếp lịch thực_hành không hợp_lý , lý_thuyết học tiết 45 , thực_hành học tiết 67 8 .",Buồn bã
cô còn vui_vẻ tận_tâm nữa nên em rất quý cô .,Vui vẻ
em mong thầy giảm thời_lượng seminar và tăng thêm các buổi thầy dạy kiến_thức .,Trung lập
"bài_tập mang tính vận_dụng cao , giúp sinh_viên hiểu và nhớ kiến_thức vừa học .",Vui vẻ
"không nên bắt sinh_viên phải lên ngồi đủ 80 % giờ học trở lên vì có những đề_tài sinh_viên đã nắm được cách làm , lên ngồi điểm_danh mất thời_gian vô_ích .",Buồn bã
ở giảng_đường lâu_lâu cúp điện rất nóng .,Buồn bã
"cô dạy dễ hiểu , vui_vẻ .",Vui vẻ
"cơ_sở vật_chất cần được cải_thiện , tránh việc học ở các giảng_đường .",Trung lập
cần có tiết học với giảng_viên nước_ngoài .,Trung lập
"giáo_viên dạy tận_tình , dễ hiểu .",Vui vẻ
không có bài ví_dụ mẫu trong slide cũ ở nhiều chương khó cho việc ôn_tập !,Buồn bã
"thầy nhiệt_tình trong giảng_dạy , luôn quan_tâm chú_ý đến sinh_viên giải_đáp mọi thắc_mắc trong quá_trình giải bài_tập .",Vui vẻ
đề thực_hành hơi dài .,Buồn bã
cô lo cho các sinh_viên .,Vui vẻ
không có điều gì không hài_lòng về thầy .,Vui vẻ
"giảng_dạy hướng_dẫn dễ hiểu , dễ tiếp_thu .",Vui vẻ
thầy wzjwz60 là một giảng_viên rất tận_tâm và yêu nghề !,Vui vẻ
nên giảng_dạy kèm áp_dụng thực_tế nhiều hơn .,Trung lập
em chỉ có góp_ý nho_nhỏ đó thôi ạ .,Trung lập
"thầy giảng_dạy tôt , dễ hiểu .",Vui vẻ
"giờ học luôn sinh_động , hiệu_quả , giúp học_sinh nắm vững kiến_thức .",Vui vẻ
"thầy giảng_viên truyền_đạt kiến_thức rất tốt , sinh_viên dễ tiếp_thu .",Vui vẻ
giảng_viên để nhóm của bạn wzjwz224 seminar nhiều lần và lớp không_thể tiếp_thu từ buổi seminar hiệu_quả như là giảng_viên dạy .,Buồn bã
"truyền_đạt tốt , hay .",Vui vẻ
rất ít người học thực_hành môn cấu_trúc dữ_liệu & giải_thuật .,Trung lập
chưa thúc_đẩy học_sinh_học_tập .,Buồn bã
cô tận_tâm nhiệt_tình vui_vẻ hiểu tâm_lý_học_sinh .,Vui vẻ
"thầy dạy vui_tính , hiểu tâm_lý_học_sinh , cách dạy cuốn_hút , dễ hiểu .",Vui vẻ
"dạy kiến_thức sâu , rộng .",Vui vẻ
thầy cần cho nhiều bài_tập hơn .,Trung lập
"cho ít bài_tập , không nâng cao được kiến_thức .",Buồn bã
thầy hay cúp tiết .,Tức giận
"thầy giảng cũng khá chi_tiết , hay .",Vui vẻ
môn_học không giúp_ích được cho cuộc song sau_này ( môn võ ) fraction chỉ đánh_bài quyền cơ_bản thì không_thể tự_vệ bản_thân được .,Buồn bã
"khá nhiều bài_tập trên wecode quá khó và không thực_tế , hy_vọng kỳ thi sắp tới thầy cho đề dễ_thở hơn và không đánh_đố quá nhiều , em sắp rớt môn đến nơi rồi ạ hu_hu .",Buồn bã
"giảng_viên hòa đồng vui_tính , phong_cách giảng_dạy đĩnh_đạc , chia nhóm làm_việc hiệu_quả .",Vui vẻ
"thầy dạy rất dễ hiểu , nhiệt_tình .",Vui vẻ
"nhiệt_tình , tận_tâm , luôn tận_dụng tối_đa giờ học trên lớp , kiến_thức truyền_đạt tốt , vui_vẻ , hoà_đồng với sinh_viên .",Vui vẻ
thầy nên xem_xét bài mà sinh_viên giải .,Trung lập
"quản_lý như vậy dẫn đến tình_trạng "" cha chung không ai khóc "" .",Buồn bã
"thầy giảng bài tận_tâm , cách truyền_đạt dễ hiểu , gần_gũi với sinh_viên và thường hay có lời khuyên có_ích .",Vui vẻ
"cô giảng_dạy nhiệt_tình , dễ hiểu , bài_tập bám sát lý_thuyết .",Vui vẻ
"thầy dạy hay , dễ tiếp_thu bài .",Vui vẻ
cô wzjwz231 thường_xuyên chữa bài_tập và đi_sát vào nội_dung học_tập .,Vui vẻ
nên cung cố thêm phần ngữ_pháp và từ_vựng .,Trung lập
thầy cung_cấp nhiều bài_tập và hướng giải hay .,Vui vẻ
"tận_tâm , nhiệt_huyết .",Vui vẻ
"giảng_viên dạy dễ hiểu , rõ_ràng liên_hệ thực_tiễn cuộc_sống .",Vui vẻ
giảng_viên đảm_bảo giờ lên_lớp .,Trung lập
"cần các công_cụ , kiến_thức sát với công_nghệ mà các doanh_nghiệp thực_tế bên ngoài sử_dụng .",Trung lập
cho bài_tập thực_hành với nhiều trang_web thực_hành hay .,Vui vẻ
"em thấy nó thật_sự rất tốt , giải_quyết_sinh_viên với những vấn_đề trên .",Vui vẻ
hơi khó hiểu .,Buồn bã
"không_khí vui_vẻ , thoải_mái .",Vui vẻ
nó áp_dụng như thế_nào ?,Trung lập
dễ .,Vui vẻ
thực_hành nhiều tiết hơn .,Trung lập
thầy có một sự hiểu_biết rộng ở nhiều lĩnh_vực kể_cả trong giảng_dạy và ngoài đời_sống .,Vui vẻ
chưa để_ý đến sinh_viên .,Buồn bã
em thấy ổn ạ .,Trung lập
thầy hiền dễ_thương vui_tính giảng rất dễ hiểu và tận_tình .,Vui vẻ
"có sách , giáo_trình cụ_thể để xác_định đươc rõ mục_đích của môn_học .",Trung lập
cô dạy vui kỹ_năng nhiệt_tình .,Vui vẻ
"chưa có trình_độ sư_phạm cao , nên việc giảng_giải vấn_đề có nhiều lúc chưa rõ .",Buồn bã
"giảng_viên tận_tâm , tận_tình .",Vui vẻ
cần có nhiều trò_chơi nhằm kích_thích tính hiếu_thắng của sinh_viên chất_lượng học tốt hơn .,Trung lập
"giảng_viên nhiệt_tình , bài_học gắn với thực_tế , thường_xuyên cho bài_tập để củng_cố kiến_thức .",Vui vẻ
tóm lại thầy nên học một khóa về kỹ_năng giao_tiếp .,Trung lập
"nhiệt_tình , thực_tế .",Vui vẻ
nên tập_trung vào nghe và nói tiếng anh nhiều hơn .,Trung lập
cách giảng_dạy chưa đạt hiệu_quả cao .,Buồn bã
thầy chưa bao_giờ đến lớp .,Tức giận
cần cho nhiều ví_dụ trên lớp hơn .,Trung lập
em có ý_kiến là trường nên giảm số_lượng sinh_viên trong một lớp lại và mở thêm nhiều lớp hơn .,Trung lập
chúc thầy sức_khỏe và thành_công .,Vui vẻ
"giảng_viên giảng_dạy nhiệt_tình , bám sát nội_dung môn_học .",Vui vẻ
dễ nắm_bắt kiến_thức để đi thi .,Vui vẻ
chưa chuẩn_bị kỹ nội_dung giảng_dạy .,Buồn bã
"thiếu lôi_cuốn , còn nói dựa vào slide nhiều .",Buồn bã
bài_tập giảng_dạy chưa kỹ .,Buồn bã
ít cập_nhật thông_tin trên moodle hoặc mail cho sinh_viên .,Buồn bã
nội_dung thực_hành khó .,Buồn bã
"vô_cùng tận_tình , sẵn_sàng truyền đầy_đủ kiến_thức cho sinh_viên và hết_lòng chỉ_bảo .",Vui vẻ
"thầy rất tận_tình , có tâm , quan_tâm đến việc học của sinh_viên .",Vui vẻ
cần nâng cao công_tác giảng_dạy hơn nữa .,Trung lập
cho bài_tập cũng là những bài_tập hay .,Vui vẻ
dạy sát kiến_thức trong giáo_trình .,Trung lập
"thầy rất vui_tính và thú_vị , lớp_học luôn sôi_động .",Vui vẻ
"hướng_dẫn dễ hiểu , hết_mình .",Vui vẻ
"giáo_viên không dạy từ cơ_bản đến nâng cao , truyền_đạt không rõ cho sinh_viên , cần chỉ cho sinh_viên những kiến_thức cơ_sở là cái nào và phải có phương_pháp học ra sao , giáo_viên còn khắc khe với học_sinh .",Buồn bã
"nên cho sinh_viên đi tham_quan thực_tế môi_trường doanh_nghiệp , hạn chê lý_thuyết suông .",Trung lập
"thầy dạy nhiệt_tình , có trình_độ môn_học yêu_cầu sử_dụng tư_duy rất lớn .",Vui vẻ
"giảng_viên truyền_đạt tốt , nhiệt_tình , tuân_thủ giờ ra vào lớp .",Vui vẻ
có hứng_thú khi lên_lớp .,Vui vẻ
thầy vẫn tuyệt_vời như ngày nào .,Vui vẻ
cô chấm điểm thiếu sự minh_bạch trong bài thi .,Buồn bã
nếu học theo lý_thuyết trên lớp thì còn lâu mới làm được đồ_án mang tầm_cỡ lớn .,Buồn bã
"thầy dạy hay , dễ hiểu , nhiệt_tình .",Vui vẻ
"giáo_viên giỏi , nhiệt_tình .",Vui vẻ
lên_lớp chưa đầy_đủ .,Buồn bã
"không_những truyền_đạt kiến_thức môn_học mà còn chỉ_bảo những kiến_thức bên ngoài , thực_tế , hướng_dẫn những cái hay mà thầy đã trải qua để sinh_viên từ đó có_thể rút ra những cái tốt hơn để phát_triển sau_này .",Vui vẻ
thầy dạy hay và rất nhiệt_tình la em và các bạn theo xu_hướng tốt .,Vui vẻ
phong_cách dạy tốt .,Vui vẻ
em mong rằng bất_kỳ môn nào được mở ra thì cũng phải cung_cấp kiến_thức xứng_đáng cho sinh_viên .,Trung lập
cô giảng_dạy rất nhiệt_tình .,Vui vẻ
theo em môn kiến_trúc máy_tính nên có thêm phần thực_hành vì như_vậy việc học sẽ dễ hình_dung hơn rất nhiều .,Trung lập
buổi sửa bài_tập cần làm kỹ_lưỡng hơn .,Trung lập
giảng_viên cho những ví_dụ thực_tế rất sống_động .,Vui vẻ
cô giảng đến khi nào sinh_viên chịu hiểu thì thôi .,Vui vẻ
"giảng_viên dạy dễ hiểu , xúc tích .",Vui vẻ
chất_lượng môn_học đã phục_vụ tốt sinh_viên .,Vui vẻ
"giảng_viên tận_tụy , quan_tâm đến sinh_viên , giảng_dạy hay , nhiều hoạt_động gần_gũi với sinh_viên .",Vui vẻ
"phương_pháp truyền_đạt tốt , đảm_bảo đủ lượng kiến_thức cung_cấp cho sinh_viên .",Vui vẻ
giải nhiều bài_tập .,Vui vẻ
cô vui_tính dễ gần .,Vui vẻ
lâu_lâu cô hay bận đột_xuất .,Buồn bã
"giảng bài kỹ , nhắc lại kiến_thức quan_trọng trong những buổi học mới .",Vui vẻ
giảng_viên không tạo được hứng_thú học_tập cho sinh_viên .,Buồn bã
"cô wzjwz242 là một giảng_viên rất tâm_huyết và có khả_năng truyền_đạt cực_kỳ cao , cô luôn truyền_cảm_hứng , kích_thích khả_năng học_tập của sinh_viên .",Vui vẻ
dạy đủ giờ !,Trung lập
giúp sinh_viên giải_quyết những khúc_mắc trong nhiều loại bài_tập khác nhau .,Vui vẻ
tận_tâm hướng_dẫn .,Vui vẻ
"thầy giảng nhiệt_tình , minh_họa cụ_thể .",Vui vẻ
"các slide bài giảng thường_xuyên sử_dụng xen_kẽ tiếng anh và việt một_cách không thống_nhất , gây khó hiểu cho sinh_viên .",Buồn bã
"giáo_viên nhiệt_tình , có đầy_đủ các hoạt_động học_tập để sinh_viên ôn_luyện kiến_thức .",Vui vẻ
thầy hơi bận .,Trung lập
theo em doubledot đừng bắt_buộc sinh_viên phải lên_lớp đầy_đủ .,Trung lập
"có nhiều kiến_thức hay , hữu_ích , không_khí lớp_học thoải_mái .",Vui vẻ
thầy truyền được lửa cho sinh_viên rất nhiều .,Vui vẻ
giảng_viên phương_pháp dạy hay .,Vui vẻ
"giảng_viên nên cho sinh_viên thưc tập nói , nghe nhiều hơn .",Trung lập
"khả_năng truyền_đạt tốt , kể chuyện cho sinh_viên hứng_thú .",Vui vẻ
giáo_trình nên thống_nhất bản tiếng anh .,Trung lập
học với thầy em học tốt và đạt được điểm_cao .,Vui vẻ
"cô chú_trọng đến phát_âm , bản_chất .",Vui vẻ
"thầy up tài_liệu , thông_báo lên course , gmail của sinh_viên giúp em dễ nắm_bắt lịch nghỉ bù , có tài_liệu tham_khảo thêm .",Vui vẻ
"cô biết cách truyền_cảm_hứng cho sinh_viên , tận_tâm với môn_học .",Vui vẻ
"sao thầy không cho điểm cộng khi với mấy bạn lên bảng làm bài_tập , nếu nhiều bài_tập quá thì một bài nửa điểm cũng được , như_vậy các bạn sẽ có hứng lên bảng làm bài_tập hơn , lớp_học sẽ sôi_động hơn .",Trung lập
đề_nghị trang_bị loa và micro mới .,Trung lập
"giảng_viên luôn tận_tâm , chu_đáo .",Vui vẻ
"vui_tính , dễ_thương .",Vui vẻ
"thầy hiền , dễ_tính .",Vui vẻ
cần ôn_tập kỹ trước khi thi .,Trung lập
càng cung_cấp nhiều tài_liệu trên mạng cho sinh_viên sẽ càng cải_tiến chất_lượng môn_học .,Trung lập
"giảng_viên nhiệt_tình , bài giảng đầy_đủ .",Vui vẻ
"các tiết thực hạnh hay , thực_tế , không_khí vui_vẻ .",Vui vẻ
hoàn_hảo !,Vui vẻ
"khả_năng truyền_đạt - thầy nói_khó nghe lại không dùng microphone , hiệu_quả bài giảng thấp .",Buồn bã
"thầy dạy rất hay , thực_hành dễ hiểu , đánh vào trọng_tâm .",Vui vẻ
phòng học và các thiết_bị giảng_dạy cần được nâng_cấp tốt hơn .,Trung lập
thầy dạy nhiệt_tình và truyền_cảm .,Vui vẻ
"thầy khá tận tậm , nhiệt_tình .",Vui vẻ
"mong cô sẽ dạy các môn liên_quan trực_tiếp tới lập_trình như csharp , java .",Trung lập
thầy hay đi trễ và nghỉ dạy nhiều .,Tức giận
chương_trình học khá dài chưa tập_trung .,Buồn bã
"giọng thầy rất êm êm , không có cao_độ điều này gây mất hứng_thú với người nghe .",Buồn bã
nhưng mà nhìn dáng thầy đi em thấy thương thương thầy .,Trung lập
"tôi cảm_cảm_thấy không cần_thiết , thay vào đó là các lớp kỹ_năng hay học_thuật sẽ tốt hơn !",Trung lập
"kỳ này dạy bằng slide tiếng anh nên đa_phần sinh_viên không nắm_bắt kịp , gần như toàn_bộ các bạn đều không hiểu bài .",Buồn bã
"thầy dạy tốt , bám sát nội_dung , truyền_đạt kiến_thức cho sinh_viên rất nhiệt_tình .",Vui vẻ
giáo_viên nhiệt_tình gần_gũi .,Vui vẻ
chú_trọng phần bài_tập và thực_hành về mạch .,Trung lập
thầy dạy tận_tâm và nhiệt_tình .,Vui vẻ
nhìn chung thầy dạy tốt và khá hiền .,Vui vẻ
"giảng dễ hiểu , dễ tiếp_thu .",Vui vẻ
"cô rất nhiệt_tình , bài giảng dễ hiểu .",Vui vẻ
giảng bài tốt .,Vui vẻ
"giảng_viên nhiệt_tình , giàu kinh_nghiệm .",Vui vẻ
"giảng_viên nhiệt_tình , dạy bài kỹ , chi_tiết , cập_nhật bài giảng liên_tục .",Vui vẻ
"vui_vẻ , truyền_đạt tốt .",Vui vẻ
"giảng_viên không tổ_chức buổi gặp sinh_viên nào , và cũng không có bài_tập , nội_dung phần thực_hành .",Buồn bã
"cần một giảng_viên có nhiệt_huyết , tận_tâm với lớp hơn .",Trung lập
"thầy tận_tụy , hết_mình vì sinh_viên .",Vui vẻ
cần thêm vài ví_dụ cụ_thể hơn và có bài_tập để rèn_luyện .,Trung lập
"giảng_dạy tận_tình , lên_lớp đầy_đủ .",Vui vẻ
"không nhiệt_tình , không cập_nhật slide .",Buồn bã
"cách dạy dễ hiểu , hướng_dẫn tận_tình .",Vui vẻ
"truyền_đạt bài_học tốt , dễ hiểu .",Vui vẻ
thầy khá nhiệt_tình .,Vui vẻ
khả_năng truyền_đạt .,Trung lập
giảng_viên truyền_đạt kiến_thức chưa tốt .,Buồn bã
"nên tăng_cường luyện nói trên lớp , hướng_dẫn cách nói nhanh lưu_loát .",Trung lập
"cả 3 , 4 buổi thực_hành theo hình_thức 2 môn này có thầy cô này tham_gia hay hướng_dẫn buổi nào đâu mà đánh_giá , chỉ có mỗi thầy wzjwz43 thôi .",Buồn bã
"giảng dễ hiểu , nhiệt_tình .",Vui vẻ
nhà_trường nên dạy những chuẩn sql mới vì chuẩn sql 92 hiện_nay không còn phù_hợp với những phiên_bản sql mới và nó đã quá cũ rồi .,Trung lập
giảng_viên dạy quá nhanh .,Buồn bã
"thầy vui_tính , dạy hay , dễ hiểu .",Vui vẻ
"khi giảng thầy chưa chỉ rõ trọng_tâm của bài để sinh_viên nắm_bắt và dễ tiếp_thu hơn , giọng thầy còn nhỏ , đều đều .",Buồn bã
"thầy giảng bài hay , hài_hước .",Vui vẻ
slide cần giải chi_tiết các ví_dụ để các học_sinh không lên_lớp được thì có_thể hiểu được bài giảng .,Trung lập
"không nắm được thực_lực , bài_tập quá_sức với sinh_viên .",Buồn bã
