Sentence,Emotion
lan_man và hơi khó hiểu .,Buồn bã
em luôn né tránh các buổi họp lớp vì sợ bị so sánh.,Sợ hãi
:))) bố mày nghi nghi rồi . tắt loa auto sáng suốt :))),Trung lập
còn đi trễ .,Tức giận
đơn giản vì nó đéo còn yêu mày nữa rồi ==,Tức giận
"cô dạy hay , nhiệt_tình , cung_cấp đầy_đủ kiến_thức của bộ_môn .",Vui vẻ
tốc_độ giảng_dạy phù_hợp để sinh_viên có đủ thời_gian để tự thực_hành kiến_thức vừa học ngay tại lớp .,Trung lập
thầy đưa nhiều bài tâp!,Trung lập
cô_giáo rất tận_tình và có phương_pháp giảng_dạy rất tốt đối_với sinh_viên.,Vui vẻ
"dạy khá nâng cao , cần phát_huy để sinh_viên có cơ_hội được học thêm nhiều hơn .",Trung lập
sao tao ghét mấy cái tiếng cười của bọn khựa vãi mà video lồn nào cũng nge,Tức giận
hiện_tại môn_học còn mang tính lý_thuyết quá nặng .,Buồn bã
"khắc_phục khuyết_điểm "" tôi không có_lý_do gì để xem bài_tập của em cả "" .",Tức giận
"giảng_viên trình_bày dễ hiểu , theo sát bài_học .",Vui vẻ
Xác thú cưng trong hộp các tông đột nhiên biến mất,Sợ hãi
cố gắng đi gần người ta 1 xíu . rồi lướt qua nhau như 1 cơn gió,Trung lập
không tạo được sự chú_ý của sinh_viên .,Trung lập
có đứa con gái như vậy kêu làm việc nhà hằng ngày tôi cũng làm nữa 😘,Vui vẻ
"coi 3 lần mà vẫn cười , phim hay nhân vật dễ thương",Vui vẻ
mày ăn xong thì cút luôn dùm nha 🙂,Tức giận
em sợ khi thấy bố mẹ cãi nhau dữ dội.,Sợ hãi
"thầy dạy chưa chủ_động giải_đáp các thắc_mắc lớn của môn_học , chủ_yếu chỉ giải_đáp thắc_mắc có sẵn .",Buồn bã
cách_thức truyền_đạt của giáo_viên .,Trung lập
Lốp xe xì hơi đột ngột giữa khu rừng không một bóng người,Sợ hãi
giáo_viên cần bổ_sung thêm các bài_tập liên_quan nhiều hơn để các bạn sinh viên nắm rõ hơn .,Trung lập
"tôi tự hỏi, nếu biến mất, có ai để ý không?",Buồn bã
"càng lớn, em càng thấy mình lạc lõng",Buồn bã
"thầy vui_tính , dạy dễ hiểu , lấy ví_dụ thực_tiễn .",Vui vẻ
nhện này trong nhà tao chắc tao bỏ nhà đi mất 😱🤯,Sợ hãi
tôi tỉnh dậy trong một căn phòng không quen thuộc,Sợ hãi
"từng bị lạc trong siêu thị, hoảng loạn không tìm thấy người thân",Sợ hãi
"tận_tâm , nhiệt_tình , thân_thiện , hướng_dẫn ân_cần , theo sát năng_lực học_tập của sinh_viên .",Vui vẻ
nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d . mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái,Tức giận
máy_chiếu chưa rõ nét cho toàn thẻ sinh_viên trong phòng .,Buồn bã
tao ghét và tao sợ nó,Sợ hãi
đề thi sát với môn_học .,Vui vẻ
"giảng_viên truyền_đạt kiến_thức tốt , dễ hiểu .",Vui vẻ
mình đã về đến nhà an toàn hihi,Vui vẻ
"lớp_học sạch_sẽ , thoáng mát .",Trung lập
mọi bức thư tôi viết ra đều không có người nhận,Buồn bã
thầy dạy hơi khó hiểu nhưng rất kỹ .,Tức giận
"giảng_viên nhiệt_tình , gần_gũi với sinh_viên .",Vui vẻ
cần giảng_dạy những vấn_đề cần giải_quyết một_cách xúc tích và dễ hiểu .,Trung lập
thường_xuyên cho nghỉ mà không thông_báo .,Tức giận
mọi lời động viên nghe cứ giả tạo,Buồn bã
"cách truyền_đạt kiến_thức đối_với em là rất hiệu_quả , trao_đổi bài với sinh_viên , cô rất nhiệt_tình !",Vui vẻ
sợ tiếng sấm,Sợ hãi
Xác nhện khổng lồ giãy giụa trong ly nước uống dở,Sợ hãi
"vừa mơ thấy mình bị rượt đuổi, tỉnh dậy vẫn còn run",Sợ hãi
"trong mắt mọi người, em ổn, nhưng lòng em đầy bão tố",Buồn bã
dạy lý_thuyết nhiều nhưng toàn là những phần không trọng_tâm và khó hiểu nữa .,Buồn bã
"giảng_viên vui_tính , nhiệt_tình và tận_tâm với công_việc .",Vui vẻ
"thầy nhiệt_tình , tận_tâm với sinh_viên .",Vui vẻ
mất liên lạc với người thân đi làm xa 2 ngày nay,Sợ hãi
"tận_tâm , truyền_đạt tốt .",Vui vẻ
các hoạt_động giảng_dạy trên lớp của cô khá phong_phú và hay .,Vui vẻ
Cảm giác hoang mang không ngừng làm tôi rất lo lắng mỗi khi có sự thay đổi trong công việc.,Sợ hãi
"thầy dạy nhiệt_tình , cho làm nhiều bài_tập để hiểu sâu và có khả_năng vận_dụng được kiến_thức .",Vui vẻ
dạy dễ hiểu tận_tình .,Vui vẻ
"chấm điểm dựa trên mức_độ thấu_hiểu bài , hay đưa ra lời khuyên hữu_ích .",Vui vẻ
phương_pháp dạy của thầy hay khiến sinh_viên chủ_động và tránh sinh_viên ngủ trong lớp .,Vui vẻ
con trai gục đổ . con gái dụng trứng . lậy cô .... à nhầm lậy anh,Trung lập
"phòng thiết_bị khoa wzjwz49 cần được chuyển sang phòng khác rộng hơn , thay_vì là phòng nhỏ tí như cái kho , cần cho nhân_viên vệ_sinh thường_xuyên , bụi đóng dày cả lớp , thiết_bị ở phòng thực_hành cần thường_xuyên xem_xét sửa_chữa xem có đứt dây , lỏng hay hư_hỏng gì không , vệ_sinh bụi .",Tức giận
đáng yêuc vãi anh ơi,Vui vẻ
cô nhiệt_tình và vui_vẻ.,Vui vẻ
cách truyền_đạt hơi buồn_ngủ !,Buồn bã
bữa cơm trưa nay tăm tối như cái ava của tao vầy :((((((,Buồn bã
Cảm giác bất lực mỗi khi không thể làm gì để cải thiện tình hình khiến tôi lo sợ.,Sợ hãi
"đêm xuống, nỗi buồn lại ùa về như thủy triều",Buồn bã
"giảng_viên xinh_đẹp , nhiệt_tình trong giảng_dạy .",Vui vẻ
đang dọn phòng thì tìm thấy tờ giấy lạ viết tay để sẵn,Sợ hãi
lúc nhỏ từng bị lạc ở siêu thị và giờ vẫn còn hoảng sợ mỗi lần đông người.,Sợ hãi
tôi chạm vào tay vịn cầu thang và cảm thấy như có ai đó nắm lấy,Sợ hãi
em sợ bị thay thế bởi người giỏi hơn trong nhóm.,Sợ hãi
giảng_viên rất nhiệt_tình trong giảng_dạy cũng như giải_đáp thắc_mắc của sinh_viên .,Vui vẻ
em đề_xuất nên bỏ một_số phần giảng lại lý_thuyết ra để có thời_gian làm bài_tập nhiều hơn.,Trung lập
bảo ba mẹ dẫn đi bác sĩ ngay đi,Trung lập
"mỗi khi đọc sách, tôi lại nghe tiếng thì thầm",Sợ hãi
nên soạn slide bài giảng kỹ hơn .,Trung lập
đã có làm đơn với phòng đào_tạo .,Trung lập
tiếng tim đập vang lên từ tai nghe dù không phát nhạc,Sợ hãi
chồng tao mà nói thế tao lại vả vỡ con mẹ nó mồm :)),Tức giận
thầy rất nhiệt_tình và cố_gắng truyền_đạt hết mức có_thể.,Vui vẻ
dã man quá ..,Sợ hãi
"nếu thời_gian đó, giảng_viên cung_cấp thêm tài_liệu và hướng_dẫn thêm.",Trung lập
giải bài_tập về nhà .,Trung lập
"đặt mình vào vị trí của nhau , biết lo lắng suy nghĩ san sẻ cho nhau vậy là đủ rồi . có quá khó không ?",Buồn bã
cô dạy rất tốt và nhiệt_tình,Vui vẻ
em cứ giữ lấy ký ức như một kẻ sưu tầm nỗi buồn,Buồn bã
có thêm nhiều tài_liệu thực_hành hơn .,Trung lập
Chỉ nghĩ đến việc phải đối mặt với điều tồi tệ khiến tôi cảm thấy sợ hãi và bối rối.,Sợ hãi
trải qua tai nạn giao thông và giờ không dám đi xe một mình,Sợ hãi
Thấy mình thật nhỏ bé và lạc lõng giữa cuộc đời.,Buồn bã
nên có thêm trợ_giảng để giảm bớt áp_lực cho giảng_viên.,Trung lập
có người gửi thư tay với nội dung đe dọa,Sợ hãi
thầy dạy cung_cấp rất nhiều ví_dụ thực_tế .,Vui vẻ
nỗi buồn âm ỉ như cơn đau trong lồng ngực,Buồn bã
mỗi sáng thức dậy đều thấy vật mới đặt trên bàn,Sợ hãi
"thuyết âm mưu . nó đang muốn nhờ vả đấy , không nhờ được thì nó vả",Trung lập
"thầy giảng bài tận_tâm , cách truyền_đạt dễ hiểu , gần_gũi với sinh_viên và thường hay có lời khuyên có_ích .",Vui vẻ
chưa tạo được sự thu_hút .,Buồn bã
dạy rất nhiệt_tình,Vui vẻ
thầy không chỉ dạy kiến_thức mà còn dạy trở_thành một kỹ_sư giỏi !,Vui vẻ
dạy tốt .,Vui vẻ
liệu họ có ghét mình không khi mình nói thật suy nghĩ?,Sợ hãi
giảng_viên chưa giải_thích rõ nội_dung của bài và cách tiến_hành mặc_dù nội_dung phần lý_thuyết đó sinh_viên chưa học tới hoặc có giảng nhưng còn rất mơ_hồ .,Buồn bã
"giảng_viên dạy nhiệt_tình và có tâm , đến lớp đầy_đủ cung_cấp đầy_đủ tài_liệu tham_khảo cho sinh_viên .",Vui vẻ
"giáo_viên giảng dễ hiểu , bài_tập thầy cho có tính ứng_dụng cao , và cần nhiều kiến_thức để giải_quyết .",Vui vẻ
đơn giản nha .. cơm này ngon hơn cơm điện nhiều . không tin thì cứ thử,Vui vẻ
có cảm giác như giảng viên biết rõ những gì mình đang nghĩ,Sợ hãi
"dùng những công_nghệ phổ_biến , nên tham_khảo khung chương_trình của khoa để biết sinh_viên đã biết được những gì rồi .",Trung lập
thầy dạy rất nhiệt_tình dễ hiểu.,Vui vẻ
mỗi năm cũng xem lại đôi lần,Trung lập
t thấy chả có gì thú vị .,Trung lập
thích quá mấy má ơi ! @@@,Vui vẻ
nhìn đã thật,Vui vẻ
"thật_sự bọn em cũng cạn_lời , đành ngậm_ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng_hồ mới làm được một câu .",Tức giận
"sách cung_cấp rất nhiều bài_tập và kiến_thức , nhưng do số tiết không đủ nên giáo_viên đã bỏ_qua nhiều phần , nhất_là phần nói và viết .",Buồn bã
thêm bài_tập minh_họa trong thực_hành .,Trung lập
tôi thấy tên mình được khắc lên thân cây trong công viên,Sợ hãi
cô có_thể giảng chậm lại sinh_viên sẽ dễ tiếp_thu bài_học hơn .,Trung lập
"thế nhưng việc thời_hạn nộp bài không được chính_xác gây khó_khăn trong việc nộp bài , cụ_thể là thời_hạn nộp bài đôi_khi đã được ấn_định , nhưng sau đó lại được gia_hạn thêm , vậy thì không công_bằng với những người đã bỏ công_sức ra để cố_gắng hoàn_thành_công_việc đúng thời_hạn ban_đầu .",Tức giận
phát_âm tốt và sữa sai khi sinh_viên phát_âm hoặc viết sai ngữ_pháp .,Vui vẻ
"lên_lớp trễ thường_xuyên , 2 buổi báo nghĩ vào giờ chót .",Tức giận
"giáo_viên nhiệt_tình , có chuyên_môn cao .",Vui vẻ
per đợt này tao đi học full . nên để mấy hnua rảnh tao alo nha 😂😂,Trung lập
"thầy dạy tận_tâm , nhiệt_tình .",Vui vẻ
đù . bọn nuôi chó mà ve còn không bắt được cho nó thì đừng nên nuôi . bực,Tức giận
bạn cùng lớp bảo tôi đã 'thay đổi từ ngày đó',Sợ hãi
chỉ_bảo rõ_ràng.,Trung lập
mỗi lần chợp mắt lại thấy cùng một gương mặt lạ,Sợ hãi
"tôi đánh rơi gương tay, và hình phản chiếu vẫn còn đó",Sợ hãi
được thông báo sắp cắt giảm nhân sự trong công ty,Sợ hãi
góp vui cho chủ thớt 😂😂,Vui vẻ
mọi lời hứa chỉ là gió thoảng,Buồn bã
yêuc nhau một cách tự do . tôn trọng sư riêng tư của nhau,Trung lập
mấy con yêu nghiệt ngày xưa nội có nuôi 2 con cứ ra đằng sau là nó dí chạy muốn tuột mẹ quần 🙄🙄,Sợ hãi
trả lại tuổi thơ cho tao 😆,Trung lập
nên có nhiều tiết giải bài_tập hơn .,Trung lập
liên quan gì tới mày . mời đám cưới chắc gì mày đã đi . hỏi hỏi con cặc,Tức giận
"đẹp_trai , dạy tốt .",Vui vẻ
cô rất quan_tâm sinh_viên .,Vui vẻ
Bộ sưu tập nến hình người tan chảy thành khuôn mặt,Sợ hãi
có người gửi hình vẽ chân dung mình không biết từ đâu,Sợ hãi
là do bản thân tao ngu thôi,Buồn bã
đòn tấn công cực gắt và cục sút của anh 😂😂😂,Tức giận
vừa nghe thấy tiếng ai đó khóc ngoài ban công mà nhà ở tầng mười,Sợ hãi
nên có các bài_tập bắt_buộc cá_nhân doubledot nắm sát được tiến_độ và khả_năng của từng sinh_viên nhóm doubledot đánh_giá và hình_thành kỹ_năng làm_việc nhóm đôi_khi do không bắt_buộc các bài_tập nhóm và các bài_tập thuyết_trình mà các bạn sinh_viên thụ_động !,Trung lập
em thấy bản thân chỉ là nhân vật phụ trong đời ai đó,Buồn bã
"không có , chỉ là phòng lab máy nên được nâng_cấp .",Trung lập
em thấy như thể bản thân đang tan biến từng chút,Buồn bã
ê tao đi nhật chưa được 1 năm mà xem video này làm tao loạn ngôn ngữ ghê . thỉnh thoảng phải dừng video ngẫm câu nó nói nghĩa gì,Sợ hãi
nhìn thế thôi nhưng làm được video như này cũng khó lắm hay phết 🙂,Trung lập
"ít tương_tác với sinh_viên khi dạy , không thông_báo cụ_thể đồ_án phải làm những gì , không thông_báo ngày báo_cáo cũng như hỏi_han tiến_độ đồ_án .",Buồn bã
các ví_dụ dễ hiểu dễ áp_dụng .,Vui vẻ
vậy là hên rồi,Vui vẻ
nên tăng bài_tập và thời_gian thực_hành .,Trung lập
có tiếng khóc vọng lại từ phía sau cửa sổ đóng kín,Sợ hãi
môn mạng máy_tính nên tăng_cường thêm thời_gian thực_hành thay_vì dạy nội_dung môn_học dạy quá nhiều lý_thuyết dẫn đến gây khó hiểu cho sinh_viên .,Tức giận
em không nhớ lần cuối mình thật sự vui là khi nào,Buồn bã
"nhiệt_tình , phong_cách dạy dễ hiểu .",Vui vẻ
nghỉ và học bù hơi nhiều .,Buồn bã
không phải không thích mà bản thân chưa đủ tốt để sánh vai . phải chi anh có thể đợi em khôn lớn !,Buồn bã
sợ vãi,Sợ hãi
nhiệt_tình và thân_thiết với học_sinh .,Vui vẻ
thầy dạy đủ buổi .,Trung lập
bạn cùng phòng nói rằng tôi đã đi đâu cả đêm dù tôi ở nhà,Sợ hãi
đề_nghị nhập chung cả 2 lớp lại học thực_hành vì số_lượng sinh_viên quá ít .,Trung lập
em ngại phải nhờ cậy người khác vì sợ làm phiền họ .,Sợ hãi
em lo bị so sánh với các anh chị thành công hơn em .,Sợ hãi
mỗi khi trời chuyển mưa là tâm trạng mình tối sầm theo,Sợ hãi
cần phải có phương_pháp giảng_dạy linh_hoạt và sáng_tạo hơn .,Vui vẻ
"đúg là dân miền tây , chưa nói đã chửi tục rồi . vậy mà cũg đăg lên được . ở gần phòng mấy người này , đầu mình không yên được .",Tức giận
cô dạy rất tận_tâm và dễ hiểu .,Vui vẻ
"các bạn trẻ thấy cái gì cũng có mặt : giờ trái đất có , thử thách nhặt rác có , vứt rác bừa bãi có . toàn thấy các trẻ ( trâu ) tham gia .",Tức giận
Bức tranh chân dung biến đổi theo cảm xúc sợ hãi của tôi,Sợ hãi
tăng thêm thiết_bị để hỗ_trợ tốt hơn cho việc học_tập .,Trung lập
"không đảm_bảo thời_gian dạy_học, thường dạy quá giờ.",Tức giận
giọng em lạc đi trong lớp học ồn ào,Buồn bã
kính mong quý thầy có_thể thay_đổi .,Trung lập
tôi không dám mong đợi điều gì nữa,Buồn bã
không biết có phải do em hỏi nhảm hay không nhưng mà sau này thầy nên nói rõ thầy sẽ trả_lời những vấn_đề nào trên mail .,Tức giận
cẩn thận các góc cửa,Trung lập
cách dạy nhàm_chán .,Trung lập
cafe nguyên chất 🙂,Trung lập
"bạn cùng lớp nói tôi ngồi im lặng suốt tiết học, nhưng tôi nhớ mình đã nói",Sợ hãi
hoạt_động giảng_dạy logic và dễ hiểu không có gì để ý_kiến .,Vui vẻ
"cô dạy đều , bao_giờ cũng đến sớm và đúng giờ .",Vui vẻ
"giảng_viên lý_thuyết , thực_hành cần thay_đổi cách giảng_dạy để sinh_viên hiểu được nội_dung của môn_học .",Tức giận
lượng kiến_thức truyền_tải cho học_sinh đầy_đủ .,Vui vẻ
em rất hài_lòng về hoạt_động giảng_dạy của thầy .,Vui vẻ
"ai cũng chỉ muốn cho con tất cả nhưng vì được không có mà thôi , có con thì mới biết lòng cha mẹ",Buồn bã
chương_trình nên cập_nhật thường_xuyên để phù_hợp hơn với thực_tế .,Trung lập
lm ngày có trăm ngàn thôi mà dọn lòi lol vãi vả cức haizx thật,Tức giận
giáo_viên nhiệt_tình trong công_việc .,Vui vẻ
"giảng_dạy tận_tâm , nhiệt_tình .",Vui vẻ
cô dạy rất kỹ .,Vui vẻ
cách dạy đổi_mới,Vui vẻ
"thầy dạy tốt , trọng_tâm vào bài_học .",Vui vẻ
"thầy dạy tận_tâm , nhiệt_tình , nói tiếng anh hay , dễ hiểu , thỉnh_thoảng thầy còn giảng song_ngữ cho tụi em nắm rõ hơn , bài_tập thực_tế , dễ hiểu .",Vui vẻ
nên thông nhất nội_dung từ đầu năm_học .,Trung lập
thực trạng học tiếng anh từ 6 đến 12 mà không biet giao tiep,Tức giận
sinh_viên không có thời_gian tiếp_xúc cũng như thực_hành .,Buồn bã
"thầy dạy rất vui_tính , thực_hành thầy nên dạy nhiều kiến_thức hơn nữa !",Vui vẻ
thầy dạy một_cách tận_tâm .,Vui vẻ
Tiếng khóc tỉ tê,Sợ hãi
em xin_lỗi nhưng đó là sự_thật !,Buồn bã
"Mỗi khi phải đối diện với một tình huống khẩn cấp, tôi cảm thấy mình không đủ tự tin để đưa ra quyết định.",Sợ hãi
per haha cái t2 hợp với em nè ;)),Vui vẻ
"trời tối, đèn đường mờ, em nghe tiếng ai đó khụt khịt sau lưng.",Sợ hãi
"giảng_viên rất nhiệt_tình , thường_xuyên trao_đổi tài_liệu qua website môn_học .",Vui vẻ
"bầu trời quê giờ khác quá, còn em chẳng khác gì ngoài cô đơn",Buồn bã
thấy mình viết bài bằng một thứ tiếng không hiểu,Sợ hãi
"chúng mày nhìn , tao nuốt cũng không xuống nổi , ông địa",Sợ hãi
cô dạy quá nhanh.,Trung lập
bài giảng hay và dễ hiểu,Vui vẻ
Tiếng chuông chùa vang lên từ căn nhà không có chuông,Sợ hãi
"giảng_viên thân_thiện , vui_vẻ , giảng_dạy khá kỹ , chuyên_sâu các kiến_thức .",Vui vẻ
Chẳng ai hiểu tôi đang nghĩ gì.,Buồn bã
hỏng rồi . dùng đồ như phá,Tức giận
thầy dạy khá hay !,Vui vẻ
"rèn_luyện được kỹ_năng giao_tiếp , mạnh dạng đứng trước lớp nói tiếng anh .",Vui vẻ
sợ thì vkl,Sợ hãi
mới tết xong . tặng cặp bánh chưng là ưng nhất :)),Vui vẻ
nêu rõ các việc cần làm và chuẩn_bị .,Trung lập
mỗi lần ra ban công lại có cảm giác ai đó nhìn,Sợ hãi
nhiệt_tình tâm_huyết .,Vui vẻ
em thấy mình không thể bắt kịp tốc độ giảng bài và điều đó làm em sợ .,Sợ hãi
biết chứ dã từng sài,Trung lập
"giảng_viên nhiệt_tình , vui_vẻ , giờ học vui .",Vui vẻ
"chẳng bao giờ nhà bếp nó nấu đồ ngon cả , toàn thiu thối hoặc kém chất lượng nó mua về làm mới có lãi . trước làm với nhật nó còn bắt làm cho nó như cho công nhân ăn thì thời gian đầu được , đến khi đổi giám đốc là đéo nuốt nổi nữa",Tức giận
chỉ dạy tận_tâm .,Vui vẻ
tỉnh dậy giữa đêm thấy cửa sổ mở toang dù trước đó đã khóa,Sợ hãi
dạy nhiệt_tình và có thêm buổi học phụ_đạo .,Vui vẻ
buồn hơn thế là đối với 1 đứa con gái năm lần bảy lượt chủ động ib họ nhưng vẫn bị xem thường ... xem mà đéo rep ... hết thương là vậy ... 😞😞😞,Buồn bã
đấy mới là điều càn đó . huhu,Buồn bã
con này chăm sóc n là n bao đẹp ><,Vui vẻ
"cô giảng theo cách cô cũng tốt, tuy_nhiên, lớp chỉ có một_vài bạn học được, hay trả_lời, những câu cô hỏi cả lớp có hiểu hay không, những bạn đó trả_lời là hiểu vậy_mà nhiều lúc cô đánh_đồng cả lớp hiểu.",Tức giận
giảng_viên chưa thực_sự chuẩn_bị bài giảng chu_đáo trong một_số buổi học .,Tức giận
"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều",Tức giận
Đàn gián hàng nghìn con bò lổm ngổm từ trần nhà đổ xuống,Sợ hãi
"phòng thực_hành còn sơ_sài , máy_tính cũ_kỹ .",Buồn bã
tuổi thơ tôi toàn gặp những thằng mất dậy và toàn đánh nhau với chúng . tuổi thơ nợ tôi quá nhiều,Buồn bã
cung_cấp đầy_đủ giáo_trình .,Trung lập
chuẩn_bị bài_học kỹ_càng .,Vui vẻ
sợ quá đi,Sợ hãi
per quẹo lựa mấy đứa ơi . để lễ nay đặt vé luôn cho rồi . nóng quá rồi :)))),Vui vẻ
Tôi cảm thấy rất căng thẳng khi đối diện với những tình huống mà tôi không thể kiểm soát.,Sợ hãi
thầy hầu_như chỉ giảng bài trên slide .,Trung lập
nên lắng_nghe ý_kiến của sinh_viên nhiều hơn .,Trung lập
nghe thấy tiếng khóc trong phòng vệ sinh vắng,Sợ hãi
per đi tong một năm học ... nhưng vẫn tốt nghiệp ... :(,Buồn bã
đề thi quá dài không phù_hợp với lượng thời_gian thi .,Tức giận
"slide không logic , em lo học sai trọng_tâm .",Sợ hãi
cô không chỉ giúp các em hiểu được bài giảng trong đề_cương mà còn cô còn giúp các em biết thêm các kiến_thức bên ngoài thông_qua các câu hỏi fraction thông_tin cô đặt ra .,Vui vẻ
"lên_lớp đúng giờ , tận_tâm với sinh_viên .",Vui vẻ
giáo_trình hợp_lý .,Trung lập
thầy dạy dễ hiểu tận_tâm nhiệt_tình với sinh_viên .,Vui vẻ
"đang học sử buồn ngủ , xem cái này tỉnh rụi liền =))",Vui vẻ
mong nhà_trường sẽ khắc_phục sớm .,Trung lập
"dạy hơi "" lạc_đề "" , dạy "" ít ai hiểu "" mà cho đề_bài_tập bao khó , đồ_án bao khủng .",Tức giận
tự dưng nhớ lại chuyện chưa từng xảy ra,Sợ hãi
"cung_cấp đầy_đủ hơn về tài_liệu và những gì sinh_viên cần biết , nên có kênh thông_tin để sinh_viên giao_tiếp với giảng_viên .",Vui vẻ
"thân_thiện , nhiệt_tình , dạy dễ hiểu .",Vui vẻ
"tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa , tạo hóa ghẻ lạnh . chán đời :)))))",Buồn bã
haha thì ra trên đời này tao không cu đơn đâu đó vẫn có những đứa con ghẻ như tao cùng bắt tay chào hỏi nhau nà,Vui vẻ
thực tế thì con gái sẽ gục ngã trước một người đàn ô hài hước hơn là điển trai,Trung lập
nên bổ_sung làm bài_tập online .,Trung lập
em thấy bản thân quá nhỏ bé trong môi trường học đầy cạnh tranh .,Sợ hãi
mong thầy sử_dụng micro .,Trung lập
"đi qua hết rồi mới nhận ra cấp 3 là thời tươi đẹp nhất của mình . ở đó có bố mẹ luôn đồng hành , có tình yêu học trò , có nghịch ngợm trốn học ... là quãng thời gian hồn nhiên vui vẻ nhất .",Vui vẻ
lo cho sinh_viên .,Vui vẻ
giảng_viên giảng_dạy còn kém hiệu_quả khi mà ở trên thì giảng_viên giảng_dạy còn ở dưới thì sinh_viên làm_việc riêng .,Tức giận
học không hiểu .,Buồn bã
trên mạng xuất hiện tài khoản giả mạo tên và ảnh mình,Sợ hãi
"không đảm bào giờ học trên lớp , sinh_viên hỏi trả_lời không thỏa_mãn theo yêu_cầu .",Buồn bã
rất hay khuyến_khích tinh_thần_học_tập .,Vui vẻ
cô wzjwz117 dạy rất nhiệt_tình và dễ hiểu .,Vui vẻ
Bộ sưu tập gương cổ tự vỡ thành hình mặt quỷ,Sợ hãi
thầy biết lắng_nghe ý_kiến từ_học_sinh .,Vui vẻ
tâm_huyết .,Vui vẻ
có gặp cũng đéo dám ngẩng đầu lên nhìn,Buồn bã
"giảng_viên dạy rất nhiệt_tình , giúp_đỡ sinh_viên rất nhiều .",Vui vẻ
"thầy hay cho nghỉ , nói_chung là không nhớ mặt thầy luôn rồi , thời_gian thi không hợp_lý , thay_đổi giáo_viên thường_xuyên .",Tức giận
vì sao mỗi lần thi em lại như mất trí nhớ hoàn toàn?,Sợ hãi
"nhiệt_tình , vui_vẻ , cung_cấp kiến_thức hay .",Vui vẻ
bọn chủ tịch đến chưa chúng mày ?,Trung lập
có người đứng nhìn chăm chăm vào lớp từ ngoài cửa kính,Sợ hãi
không co ý_kiến .,Trung lập
những điều tôi cố gắng gìn giữ đều tan biến theo năm tháng,Buồn bã
"đúng là những đứa khốn nạn , có bán hàng hay không thì nói một câu",Tức giận
sắp_xếp thời_gian học phù_hợp hơn cho cả sinh_viên và giảng_viên .,Trung lập
"chưa có đề_cương , nội_dung , tài_liệu học_tập cụ_thể .",Buồn bã
hẳn là không biết nhắn gì :)). thế thôi dẹp mẹ đi,Tức giận
người thân vừa đi viện mà bác sĩ bảo nguy kịch,Sợ hãi
"em mỏi mệt, nhưng chẳng ai hỏi han",Buồn bã
em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,Trung lập
Tôi không thể ngừng nghĩ về những rủi ro mà tôi phải đối mặt mỗi khi phải ra quyết định.,Sợ hãi
em lưỡng lự không biết có nên hỏi thầy về cơ hội làm đề tài hay không .,Sợ hãi
trời đất . 580k không tiếc thì tiếc gì trời . người ta làm ăn đàng hoàng . hứa hươu hứa vượn . là người lớn mà làm trò mất nết vậy trời @@,Tức giận
Tôi cảm thấy không an toàn mỗi khi phải đối diện với những điều chưa biết.,Sợ hãi
Bức thư viết bằng máu hiện lên trên gương soi,Sợ hãi
"project môn_học thầy wzjwz180 yêu_cầu làm ở mức_độ tìm_hiểu , nhưng lúc lên báo với thầy wzjwz181 thì thầy không chấp_nhận .",Buồn bã
em chưa có người yêu . có ai yêu em không . em cô đơn quá,Buồn bã
thầy dạy tận_tình dễ hiểu .,Vui vẻ
"tự nhiên điện thoại rung lên mà không ai nhắn, lạnh cả sống lưng",Sợ hãi
"cần trang_bị máy nghe tốt hơn , có nhiều máy nghe đã xuống_cấp .",Trung lập
"đúng chất một cô_giáo_viên gương_mẫu , cô dạy rất nhiệt_tình , rất nhiệt_huyết với nghề và cũng rất rất quan_tâm tới sinh_viên chúng em , dạy bằng cả trái_tim .",Vui vẻ
"khuyên_răn sinh_viên , đặt vấn_đề tốt cho một giải_pháp .",Vui vẻ
cô hay mất rất nhiều thời_gian cho bài_học và lịch học bù khá nhiều .,Buồn bã
môn_học này học khá nhiều nhưng mà_lại có 2 tín_chỉ thôi .,Tức giận
"chia nhóm , ra những đồ_án , bài_tập nhóm để nâng cao_kiến_thức cũng như khả_năng làm_việc tập_thể .",Trung lập
thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện thoại vãi :),Tức giận
anh tây này đáng yêu chết được cứ tiếng tuy hoà phú yên ma học đi nhá ☺️☺️,Vui vẻ
tỉ_mỉ .,Trung lập
"chép bài rất nhiều , lãng_phí thời_gian nghe giảng .",Tức giận
bô ̣ phim khiến bọn sinh viên có lí do để lười học theo li ́ thuyết là đây 😆,Vui vẻ
