Sentence,Emotion
dm kiện cho đi tù chết mẹ đi,Tức giận
mặt con ngáo còn hiền hơn con đứng trên cây cột,Tức giận
chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(,Buồn bã
ng ta cuối cùng thì cũng được còn tôi thì never 😞,Buồn bã
dễ thương vãi =))),Vui vẻ
cô chủ nhiệm óc chó quá,Tức giận
mấy thằng vô học,Tức giận
chuột nhìn thấy mèo sợ là đúng rồi =)),Vui vẻ
hè về chỉ thích ăn cái này .,Vui vẻ
per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não,Vui vẻ
qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂,Vui vẻ
chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??,Trung lập
"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t",Sợ hãi
quá ý nghĩa . mình trẻ mà chắc gì làm được vậy,Buồn bã
"thôi , bớt bớt đi không có ngày lại thiệt thân , nguyên 1 cái vỉa hè rộng thênh thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo lực với nữ",Tức giận
trời ơi . dễ thương quá luôn ❤️❤️,Vui vẻ
cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂,Trung lập
đcm ngôn tình vãiiii,Vui vẻ
rồi đất nước mình sẽ đi về đâu .:'(,Buồn bã
thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn,Trung lập
"chịu hay không không quan trọng , quan trọng là không có ai lấy",Buồn bã
"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời",Trung lập
ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .,Buồn bã
dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái,Tức giận
không thuộc kịch bản chuẩn mẹ rồi,Trung lập
khi đời quá mệt mỏi . đi tìm 1 chút drama,Trung lập
chỉ là nóng quá tắm cho mát thôi mà,Trung lập
cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người,Vui vẻ
per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu,Vui vẻ
trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm,Tức giận
"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy",Tức giận
"mày đấy , đừng làm tao đau đầu thêm",Tức giận
có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,Sợ hãi
truyện thật đây này . đang đi bình thường qua đoạn cầu giấy anh csgt thổi lại “ gạt chân chống lên em . anh nhắc nhỉ thôi . đi đi “ 😂 hú hồn,Vui vẻ
nhìn như nó muốn dẫn nhỏ đó đi đâu ấy,Trung lập
ổng đang chán ai tán yêuc luôn 😂😂,Vui vẻ
camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi,Tức giận
"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁",Vui vẻ
"cưng vậy trời , anh cho em xin ảnh nha ạ",Vui vẻ
"bà này đéo gặp mình nhỉ , đọ luôn",Trung lập
"tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa , tạo hóa ghẻ lạnh . chán đời :)))))",Buồn bã
biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn,Tức giận
thông minh :v,Vui vẻ
bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi,Tức giận
"ôi đời vẫn là chịu không nỗi đời mà , chán",Buồn bã
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :),Vui vẻ
per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :),Tức giận
"nên nhớ chẳng có cơn giận nào chẳng bùng nỗ , chỉ là nó đang bị nén lại .",Trung lập
"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa",Tức giận
người yêu tao bỏ tao rồi :(,Buồn bã
giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :)))),Vui vẻ
đâu phải ai muốn thích tao cũng được đâu,Vui vẻ
hạnh phúc thật :)),Vui vẻ
bọn này lại muốn nổi rồi !,Trung lập
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂,Trung lập
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,Trung lập
"quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa , véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc",Tức giận
dume đáng yêu vãi để tao vào chăm mày,Trung lập
nghe tiếng ăn tợp tợp ám ảnh quá,Tức giận
thử im lặng xem như nào,Trung lập
thôi mình nói đùa đấy :(,Buồn bã
ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à,Tức giận
bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế,Vui vẻ
"hôm bữa 2 bình siro dâu thấy tiếc , nay bình mật ong còn tiếc hơn",Buồn bã
đoạn nộp bài kiểm tra mới tức cười ông thầy :)),Vui vẻ
"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày",Trung lập
có ai xem xong không sợ với không giật mình như tao không @@,Vui vẻ
anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được,Tức giận
gần có tiền để mua,Trung lập
dễ thở hơn so với đề văn sáng nay 😂😂😂,Vui vẻ
tao đã làm theo video này và kết quả là .... thôi cán bộ kêu tao quét dọn rồi quét xong tao kể tiếp,Trung lập
""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ hội ... anh chắc chắn vẫn tặng em đoá hồng đẹp nhất """,Vui vẻ
chúc mừng,Vui vẻ
1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ,Buồn bã
xem ra giá cả và chất lượng mà không oke thì không ổn ...,Trung lập
ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️,Buồn bã
có chuyện gì thê bố . bố đừng làm con sợ :((,Sợ hãi
lêu lêu mày :)) đồ con chó không có mẹ ẳm :)),Tức giận
đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),Trung lập
bộ phim đáng xem đó mấy man,Vui vẻ
per quan trọng là phải có hội nói sấu sếp :v,Trung lập
bà nuốt quả chuối tao cười tao ẻ,Vui vẻ
😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau,Buồn bã
tao đa khóc khi xem phim này 😭😭😭😭😭,Buồn bã
"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an",Vui vẻ
thương nhau còn chả hết dỗi nhau làm chi 😂,Vui vẻ
đéo bao giờ luôn :),Tức giận
"câu này lên "" nhanh như chớp "" được nờ 🤣",Vui vẻ
ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .,Tức giận
yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ,Buồn bã
ngứa mắt lắm à nhen,Tức giận
phìm này rất rất hay đôi với ai sống hướng nội !,Vui vẻ
e vừa bị điện cao thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .,Sợ hãi
đây là kiểu tự tay bóp dái nè,Trung lập
tận cùng của tan vỡ ah có biết là gì không ?,Buồn bã
gặp tao thì tao khinh,Tức giận
"năm ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ",Trung lập
quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà,Trung lập
"per hay đó bro , trừ điểm bro chưa bao ăn :)) - 10",Buồn bã
mất trật tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ huynh vô nói trao đổi có cần phải bắt quỳ trước lớp z không như z khác nào chà đạp lòng tự trọng của nó .,Tức giận
moá hồi hợp chờ main thắng ai dè thua bởi cái mông huhu,Buồn bã
mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔,Trung lập
toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi,Tức giận
buồn vì mình không giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ,Buồn bã
per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂,Trung lập
"câu chốt .... "" chuyện cổ tích per "".... thôi tao quỳ ...",Tức giận
"chán đời các thanh niên , dơ nhục chứ hay ho đéo gì",Tức giận
"những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược lại ắt thành công ????",Vui vẻ
lại cho lên chơi với các cụ 😌😌😌,Trung lập
không muốn yêu ai cả,Sợ hãi
bộ cuối nhìn đau lòng thật :(,Buồn bã
động lực của phan con gái,Vui vẻ
đẹp không,Trung lập
ý nghĩa và đáng suy ngẫm thật,Vui vẻ
chó đã biết chê cứt,Tức giận
sợ vãi linh hồn 😞,Sợ hãi
đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush 😂 ngóng nó đến mức cổ dài ra hẳn mấy cái 😂,Vui vẻ
đúng vậy dù có mệt mà đồng nghiệp nhiệt tình vui vẻ là cùng muốn đi hoài,Vui vẻ
cái ông aamir khan đóng phim nao cũng hay và ý nghia het,Vui vẻ
rồi chưng ngắn như tao sao nhảy qua 😿,Buồn bã
"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi",Tức giận
vỉa hè rộng thênh thang mà nhỉ,Trung lập
bếp dầu ngày xưa thật ý nghĩa,Vui vẻ
lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười,Buồn bã
giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃,Vui vẻ
nhìn ghét nhỉ :)),Tức giận
tao chả nhớ ngày tháng năm sinh của mẹ tao và ngược lại :((,Buồn bã
em ấy còn cười được chứng tỏ em rất mạnh mẽ,Vui vẻ
lấy rơm nấu cơm và cái kết,Trung lập
có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :))),Tức giận
hư hỏg cả thế hệ,Tức giận
cảm ơn . anh .,Vui vẻ
mất tiền khôn cũng đáng mà .,Vui vẻ
"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em",Vui vẻ
per nơi tình yêu bắt đầu kìa bao nhiêu,Trung lập
đúng cát bà rồiii ~,Vui vẻ
"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi",Sợ hãi
tao đau lòng quá,Buồn bã
xem giải trí thật,Vui vẻ
giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm,Vui vẻ
đã ngu lại con tỏ ra nguy hiểm .,Tức giận
giống tao . nhưng cô ấy có hiểu đâu,Buồn bã
uất quá anh ấy cũng phản ứng cãi lại . hì hì đáng yêu quá,Vui vẻ
nhà tao có nhưng nó rỉ sét hết rồi :((,Buồn bã
người mất dậy thật thì không bao giờ cảm thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm hành tinh chuẩn mẹ rồi .,Tức giận
hồi bé bị ghiền mùi này :)))),Vui vẻ
lạy ông nào nghĩ ra kịch này !!!,Vui vẻ
thấy tội nó ghê ????,Buồn bã
"thiệt là cao minh , hahaaa",Vui vẻ
tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi,Trung lập
tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra,Trung lập
dĩa bay . trả lại để tôi về,Trung lập
"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓",Vui vẻ
per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞,Buồn bã
ỏ đáng yêu =))),Vui vẻ
hết hồn . sợ quá nhỉ . nhạt !,Tức giận
chắc phát khóc mất 😭,Buồn bã
những người thương tôi không phải buồn vì tôi mà là tự hào vì tôi,Vui vẻ
"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng , cả một nền kinh tế nói chung ,,,,",Tức giận
cười ỉa thánh nào làm video này,Vui vẻ
bài này quen quen,Trung lập
rất nguy hiểm,Sợ hãi
nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?,Buồn bã
tội quá . thương em,Buồn bã
mập mà xinh nó sẽ khác mập và xấu - _ -,Tức giận
đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu,Trung lập
mỗi mùa trung thu đến nhìn người ta mua bánh tặng nhau mình lại thấy chạnh lòng ! 😞,Buồn bã
khác xưa thật mà,Trung lập
khá quá nhể :))),Vui vẻ
"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim tuyến . đủ các thứ . khóc mà bụt nó đéo lên",Buồn bã
toàn tặng đồ gây sát thương thế kia khả năng bị phản damage là rất cao,Sợ hãi
"bỏ qua mấy dòg chữ , nhìn khuôn mặt con bé không thể nhịn cười per :))",Vui vẻ
"bọn này đóng điện cho nó đi luôn , giữ làm gì cho chật đất",Tức giận
hàng cổ rồi anh ơi,Trung lập
đổi cả cuộc đời giống người tàn tật để được cái video này .,Tức giận
yêu quá hóa điên 🤣,Vui vẻ
"per tao đã khuyên mày rồi mà không nghe , làm màu chi mà tặng hộp quà cho bự để người ta dọn cực khổ đến nỗi đăng lên mxh kìa 😩",Tức giận
"chọn thằng nào không quan trọng , vì đằng nào cũng không có thằng nào nó thích em đâu mà ảo tưởng =))",Tức giận
buổi tối vui vẻ và ấm áp nhé đại kỷ nguyên ! tương tác cho hằng khỏi trôi bài nhé !,Vui vẻ
tụi nhỏ dễ thương quá,Vui vẻ
vậy mình xin chúc đk n năm tới không còn cô đơn nữa nha kkkkklk,Vui vẻ
toàn mấy con bán hàng online đăng để cau view thôi phạt nặng vào,Tức giận
ngày hôm ấy tuyệt đẹp nhưng lại đượm một nỗi buồn ngày mai thôi chg được gặp thầy cô bb lũ chúng tôi khép cánh cửa ấy lại nhìn lại toàn bộ khung cảnh ôi thân thương biết mấy cảnh vật quen thuộc sẽ không được trông thấy nữa,Buồn bã
nhỏ mà mất nết,Tức giận
200 triệu này lấy từ nguồn ngân sách nào để bồi thường ? hay cứ lấy từ từng đồng tiền thuế của người dân để sửa sai lầm cho 1 cá nhân hay một đơn vị tư pháp ?,Tức giận
thằng này bị điên chuẩn mẹ rồi,Tức giận
đúng là nói thì dễ hành động không bao giờ làm được ))),Buồn bã
nhà nước pháp luật việt nam lên tiếng hộ em nó cái,Trung lập
theo tao thì mày nên chọn thằg nhiều tiền . đến năm cuối thì mày quay lại chọn với thằg nhiều tiền học bổg . m hỏi vậy là mày được lựa chọn mà . đấy là cách tốt nhất cho người hám tiền như mày,Trung lập
nghe nói 2020 hơn 4tr đàn ông sẽ ế vợ . mình chỉ việc chờ thêm 1 năm nữa thôi là đăng tin tuyển chồng 😂😂,Vui vẻ
đại học vui lắm cậu :)) weeee,Vui vẻ
"chú em còn non quá , kêu thu ngân đánh thêm phần phụ thu dọn vệ sinh 200k , không đưa thì kêu bảo vệ không cho lấy xe , đó quy định hầu hết các quán karaok , trường hợp phụ thu là mang đồ ăn ngoài vào , ói trong phòng , và đỗ bia nước ngọt , xả rát kiểu như trong video",Tức giận
k cần biết nội dung ... nhìn mặt con bé thoy muốn cưới về cho con trai mình ngay rồi 😂😂,Vui vẻ
ngày bé nấu hoài không chín . tức rủ mấy đứa ra đốt cả đống rơm nhà hàng xóm,Vui vẻ
"crush đi nhậu rồi say , rồi bị thịt ... hic hic",Buồn bã
"trong tất cả các con , con mèo là mất dạy nhất …",Tức giận
"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn",Tức giận
thương thương con =)) yêu ghê cơ ý cái mẹt hờn dỗi,Vui vẻ
"cái thế giới loạn hết rồi , loạn thật rồi , trả tao cái đĩa bay",Tức giận
quê ở huyện kế bên mà chưa 1 lần đi =)))),Vui vẻ
hãy cười thật tươi để cho cuộc sống của bạn trở nên thật tuyệt vời 😁,Vui vẻ
tuyển ngay về làm nghiên cứu viên cao cấp cho các hãng khóa :d,Vui vẻ
"tao cứ nhìn xong nghĩ , tay nào cầm bút là tay phải ,",Trung lập
"nó sẽ ra cái ốp , lo gì thiếu đồ chơi",Trung lập
"ờ đúng rồi , có thể chỉ là đang lợi dụng mày viết content free xong thích là sửa thôi hihi",Tức giận
con bé cưng gì đâu . vk ơi anh muốn có cục bảo bối như vậy per,Vui vẻ
cưng quá trời luôn,Vui vẻ
a triệu mua quả báo thì quá rẻ mạt 😞 tiếc là luật có vậy 😏,Tức giận
cực kì bản lĩnh lẫn liều lĩnh,Vui vẻ
aeon tâm lý thế :)) mày . n vào mua que kem tránh nóng,Vui vẻ
người ta đỗ dưới lòng đường chứ đỗ vào nhà chị đâu mà van hóa gì . chủ thớt mới là người ấu trĩ lạc hậu nhé,Tức giận
chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️,Vui vẻ
:)) đéo hiểu sao mấy phim truyền hình của ấn xl vãi mà phim như thế nào thì lại qá hay,Vui vẻ
per chán quá,Buồn bã
nghe thấm câu vàng trắng nhưng thực tế là trắng tay thôi nghe mà buồn,Buồn bã
thoa kem chống nắng như người ...,Trung lập
đằng nào mà chẳng thịt chẳng qua sớm hay muộn thôi,Trung lập
trên thì một kiểu dưới thì kiểu khác,Trung lập
"nhạc buồn quá . bài này là bài "" chia tay trong chiều hoàng hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . :'(",Buồn bã
per đây . cô gái bán hàng thú vị đây . phải xem cho hết,Vui vẻ
dẫu hiên ngang giữa đất trời gặp con vợ đểu thì đời cũng xong,Buồn bã
"cmt buồn cười vll , nhớ mình cừng có kinh nghiệm chạy ngỗng :)))",Vui vẻ
"lớn lên rồi ta sẽ tự hiểu .. "" tại sao ngày đó cha mẹ thế này thế kia với ta "" ...",Trung lập
hình như câu này quen quen ý le tuyet nguyen nhỉ,Trung lập
nó ăn cà rốt chứ nó ăn cái gì mà liếc quễ mều mặp 😡😡😡,Tức giận
quả này cũng chất lắm,Vui vẻ
hồi bé bị ngỗng dí hoài =)) sợ vãi,Sợ hãi
tao ngồi tao khóc 1 buổi ☹️,Buồn bã
crush của tao đi làm rồi . hihee . sáng mai mới về cơ 🤣🤣,Vui vẻ
khoảnh khắc mày nhận ra mày còn đéo bằng 1 thằg nhóc còn trong bụng mẹ :((,Buồn bã
chúng mày cứ ra phim boom tấn cho nhiều vào,Trung lập
cao quá cũng khổ chứ sung sướng đéo gì 😓,Buồn bã
ý thức quá kém .,Tức giận
bẩn bựa vlon 😤,Tức giận
một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !,Tức giận
ai cũng nói tao đẹp troai . hiền lành nhưng chưa biết lúc tao lên cơn 😂😂😁,Vui vẻ
điên,Tức giận
chủ tịch đi nặn mụn ở tai và cái kết khóc thét,Buồn bã
hành vi của người bố có phần nào ảnh hưởng đến đứa con . cô bé cười . không phải vì cô bé mạnh mẽ . mà là cô bé đã bất cần,Trung lập
xem phát khóc mẹ luôn 😭😭😭,Buồn bã
per nhìn nó gớm những vẫn khoái coi . thú vui biến thái dễ sợ,Vui vẻ
mèo nhà tao gửi 10 ngày về ăn tết lên nó thành mèo hàng xóm này ( nhà hàng xóm bán cá ) :((,Buồn bã
"còn những người bình thường rất dữ , thật ra họ hiền lắm , nội tâm lắm",Trung lập
giống như thổi khí vào bong bóng đến một lúc nào đó thì nó phát nổ,Trung lập
ha ha ....,Vui vẻ
nhìn giống mấy đặc vụ của cia . sợ thế :)),Sợ hãi
tao đang thă ́ c mă ́ c ta ̣ i sao thă ̀ người da đen no ́ quen được con nho ̉ da tră ́ người ngon va ̃ i thê ́ nhy ̃. 😑😑😑,Trung lập
thế giới giờ đáng sợ quá rồi 😌😌 tâm phải tịnh không là tiêu nha mấy ông 😢,Sợ hãi
"vietcombank phục vụ tệ , phí cao , mang mác nhà nước nên vậy .",Tức giận
bữa cơm trưa nay tăm tối như cái ava của tao vầy :((((((,Buồn bã
hội những con pug láo lếuuuuuu,Tức giận
dè nghị khởi tố luôn những người biết mà che dấu,Tức giận
per mày đang nghĩ đến ai,Trung lập
bà già đau khổ,Buồn bã
"không phù hợp thổ nhưỡng , khí hậu . vậy mà vẫn tung hô , dải ngân để làm khổ dân . quả bóng trách nhiệm chẳng thuộc về ai cả . 😢😢",Buồn bã
đúng là cái thứ vô học,Tức giận
nhiều lúc em di từ từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán qúa,Buồn bã
chỉ cần thích cái là muốn rụng tim,Vui vẻ
vui tính tí cũng khó cơ,Buồn bã
chỉ còn lại tro tàn,Buồn bã
lỗi tại thằng quay phim . cắt không đúng lúc,Tức giận
kkk ... bếp dầu một thời ta hay nấu đây nè,Vui vẻ
đag đi học mà gặp cảnh này :)) chắc chạy về cúp học luôn,Sợ hãi
anh con mẹ mày :))),Tức giận
xã hội giờ càng ít nói như tao thì càng ngoan hiền,Trung lập
nhìn mặt con bé kiểu . ơ cái gì vậy,Trung lập
hư cấu 😌,Tức giận
bộ phim ấn độ duy nhất xem được lol,Vui vẻ
vậy mới biến thành người nhện được,Trung lập
per đã hiểu sao hè năm ngoái có quả lịch học vãi chưa =)),Vui vẻ
rõ ràng vẫn là một người mà cắt tóc xong nhìn đáng yêu vãi :v,Vui vẻ
đm lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng 🙂 đéo thú vị được như vầy :vv,Tức giận
vật chất quyết định ý thức,Trung lập
per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣,Vui vẻ
họ vui là được rồi :))),Vui vẻ
đáng yêu phết nhể,Vui vẻ
có móng tay dài cũng khổ,Buồn bã
"cậu ấy tán tôi , tôi từ chối . thế là từ đó chúng tôi đéo làm bạn được nữa !!!",Buồn bã
per nhìn đẹp thiệt mày,Vui vẻ
mùa mưa đến sớm rồi huhu,Buồn bã
có mà đầy người như vậy ý ... ăn vô máu họ rồi,Tức giận
tình hình này tháng sau cũng đi tập gym mất,Trung lập
nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...,Trung lập
bởi vậy không nên bình luận trên facebook làm gì . nhìu đứa nó nhây cãi lộn mệt người .,Tức giận
giờ anh gù lấy đâu ra chỗ ở :'(,Buồn bã
"chúc mày mau khỏi nhá , team thích ăn thịt gà như tao ??",Trung lập
tiếc là 23 cái xuân rồi chưa gặp được em . có ai giống tôi không,Buồn bã
gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa,Buồn bã
bộ phim việt lần đầu xem thấy hay cảnh quay đẹp !!,Vui vẻ
"ngày chia tay , chúng tôi đã ôm nhau khóc",Buồn bã
thật đúng đắn khi đã follow page này !,Vui vẻ
đm mẹ bạn thân,Tức giận
chưa nhớ vụ công viên nước hồ tây à :)) mấy con chó đực nứng dái,Tức giận
"đọc bình luận không thấy ai khen cute dễ thương đáng yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng hít không khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên",Tức giận
21 năm chưa crush ai thì có gọi là ế thâm niêm không hả các bác,Buồn bã
ơ thế chưa ai dẫn ngài trump đi ăn bún đậu mắm tôm hả ?,Trung lập
trích mà như vầy rồi . sao dám coi phim đây 😢,Sợ hãi
cô ấy hết thương tao rồi,Buồn bã
"dăm ba cái thể hiện tình cảm này ngày xưa tao đầy , nhưng từ ngày cưới xong đi qua đường chắc chồng tao rơi mất não nên chưa thấy lặp lại bao giờ . 😌",Buồn bã
"nhìn này thần sắc thế kia thì đeo sao đâu , yên tâm đi không được hốc hôm nay thì hôm sau hốc lo cái đéo gì chứ",Trung lập
có cái lol chuột nó sợ,Tức giận
có đến hàng trăm năm sau đi nữa thì trẻ trâu vẫn luôn tồn tại theo thời gian 😀,Tức giận
đụ mẹ cười ỉa ????????,Vui vẻ
xem xong thấy buồn quá,Buồn bã
diễn vãi,Tức giận
"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi",Sợ hãi
cho chết,Tức giận
"ra đi là lựa chọn đúng , ở lại incheon để gánh team làm gì cho mệt ra lại bị tiếng xấu .",Vui vẻ
người trái đất thật đáng sợ mà - _ -,Sợ hãi
"per tải thử cái này cho cún đi chị , hay phết này",Vui vẻ
phải cho chúng nó vào tù hết 1 lượt cho chúng nó ăn chính thực phẩm chúng nó bán đi cho nó nhớ,Tức giận
trông rợn vãi :)),Sợ hãi
"rồi , chợt mình tỉnh giấc :) mơ đủ rồi đó",Trung lập
thấy chưa ... ổng lấy váy cưới của vợ kìa . t nói đâu có sai . :v,Tức giận
vãi linh hồn .,Sợ hãi
per hồi nhỏ chuyên gia đi ngang nhà hàng xóm là bị nguyên bầy ngỗng nó dí nó rượt chạy khóc la um xùm .. giờ còn ám ảnh 😭,Sợ hãi
chủ thớt sấp mặt rồi,Buồn bã
thế giới này thật đáng sợ ai chả đĩa bay cho tao về hành tinh tao đi,Sợ hãi
per nhịn ăn để đi,Trung lập
mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ,Vui vẻ
thằng lồn nào chế ra cái này tao nghĩ nó hơi bị thiêu muối đấy nhạt vãi lol ra,Tức giận
bộ cứ thân là ở với nhau đuợc à ?? sai lầm vãi,Tức giận
nói tóm lại mau axít đậm đặc bỏ vào thùng nhựa để kế bên cho nó thấy chắc là ổn nhớ đừng làm chuyện dại nhá,Tức giận
thôi xong . chia buồn cùng quý quốc,Buồn bã
nhà tạp hoá đấy hả ... :)))),Trung lập
"đúng vô cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng nghiệp như những ngừoi chị trong gia đình , đi làm mà cảm giác thoải mái vui vẻ như ở nhà . nơi có thể ở 9 tiếng 1 ngày",Vui vẻ
nó bể 1 phát lúng tới cổ dume tởn tới già,Sợ hãi
per coi phim này chắc chết luôn trong rạp 😂,Sợ hãi
sống chậm lại và yêu thương nhiều hơn các bạn ạ,Trung lập
đi chơi lụm được tờ 2k rách mua băng keo 5k dán lại tờ 2k 🤔,Vui vẻ
tao coi tao sợ nó lọt quá bây,Sợ hãi
uổng phí công sức bao người !,Tức giận
tao sợ ma nên không dám coi lun,Sợ hãi
